# @generated by scripts/rpctrace/decode_rpctrace.py --extract-names
# source: open-gpu-kernel-modules rpc_global_enums.h
# Identifier names only. Regenerate from any checkout.
4108	EVENT_UCODE_LIBOS_PRINT
4109	EVENT_VGPU_GSP_PLUGIN_TRIGGERED
4110	EVENT_PERF_GPU_BOOST_SYNC_LIMITS_CALLBACK
4111	EVENT_PERF_BRIDGELESS_INFO_UPDATE
4112	EVENT_VGPU_CONFIG
4113	EVENT_DISPLAY_MODESET
4114	EVENT_EXTDEV_INTR_SERVICE
4115	EVENT_NVLINK_INBAND_RECEIVED_DATA_256
4116	EVENT_NVLINK_INBAND_RECEIVED_DATA_512
4117	EVENT_NVLINK_INBAND_RECEIVED_DATA_1024
4118	EVENT_NVLINK_INBAND_RECEIVED_DATA_2048
4119	EVENT_NVLINK_INBAND_RECEIVED_DATA_4096
4120	EVENT_TIMED_SEMAPHORE_RELEASE
4121	EVENT_NVLINK_IS_GPU_DEGRADED
4122	EVENT_PFM_REQ_HNDLR_STATE_SYNC_CALLBACK
4123	EVENT_NVLINK_FAULT_UP
4124	EVENT_GSP_LOCKDOWN_NOTICE
4125	EVENT_MIG_CI_CONFIG_UPDATE
4126	EVENT_UPDATE_GSP_TRACE
4127	EVENT_NVLINK_FATAL_ERROR_RECOVERY
4128	EVENT_GSP_POST_NOCAT_RECORD
4129	EVENT_FECS_ERROR
4130	EVENT_RECOVERY_ACTION
4131	EVENT_NUM_EVENTS
