# kind	item	first_tag	last_tag	value    (measured by tools/drivermatrix/dm.py; tags 535.309.01..615.71.09, 29 of them)
# tags	535.309.01 545.23.08 550.40.07 550.54.14 550.90.07 555.42.02 560.28.03 565.57.01 570.86.15 570.124.06 570.148.08 575.51.02 575.51.03 575.57.08 575.64.05 580.65.06 580.82.07 580.94.02 580.95.05 580.105.08 580.126.09 580.159.04 580.173.02 580.178.04 590.48.01 595.84 610.43.02 610.57.04 615.71.09
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR1	535.309.01	615.71.09	2
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR2	535.309.01	615.71.09	3
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR3	535.309.01	615.71.09	4
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR4	535.309.01	615.71.09	5
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR5	535.309.01	615.71.09	6
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR6	535.309.01	615.71.09	7
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR7	535.309.01	615.71.09	8
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GRAPHICS	535.309.01	615.71.09	1
value	nv2080_engine_type:NV2080_ENGINE_TYPE_GR_SIZE	535.309.01	615.71.09	8
value	nv2080_engine_type:NV2080_ENGINE_TYPE_HOST	535.309.01	615.71.09	39
value	nv2080_engine_type:NV2080_ENGINE_TYPE_LAST	535.309.01	535.309.01	62
value	nv2080_engine_type:NV2080_ENGINE_TYPE_LAST	545.23.08	545.23.08	63
value	nv2080_engine_type:NV2080_ENGINE_TYPE_LAST	550.40.07	555.42.02	64
value	nv2080_engine_type:NV2080_ENGINE_TYPE_LAST	560.28.03	615.71.09	84
value	nv2080_engine_type:NV2080_ENGINE_TYPE_ME	535.309.01	615.71.09	31
value	nv2080_engine_type:NV2080_ENGINE_TYPE_MP	535.309.01	615.71.09	37
value	nv2080_engine_type:NV2080_ENGINE_TYPE_MPEG	535.309.01	615.71.09	33
value	nv2080_engine_type:NV2080_ENGINE_TYPE_MSENC	535.309.01	615.71.09	27
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NULL	535.309.01	615.71.09	0
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC0	535.309.01	615.71.09	19
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC1	535.309.01	615.71.09	20
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC2	535.309.01	615.71.09	21
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC3	535.309.01	615.71.09	22
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC4	535.309.01	615.71.09	23
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC5	535.309.01	615.71.09	24
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC6	535.309.01	615.71.09	25
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC7	535.309.01	615.71.09	26
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVDEC_SIZE	535.309.01	615.71.09	8
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC0	535.309.01	615.71.09	27
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC1	535.309.01	615.71.09	28
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC2	535.309.01	615.71.09	29
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC3	535.309.01	565.57.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC3	570.86.15	615.71.09	63
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC_SIZE	535.309.01	565.57.01	3
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVENC_SIZE	570.86.15	615.71.09	4
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG0	535.309.01	615.71.09	43
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG1	535.309.01	615.71.09	44
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG2	535.309.01	615.71.09	45
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG3	535.309.01	615.71.09	46
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG4	535.309.01	615.71.09	47
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG5	535.309.01	615.71.09	48
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG6	535.309.01	615.71.09	49
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG7	535.309.01	615.71.09	50
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPEG_SIZE	535.309.01	615.71.09	8
value	nv2080_engine_type:NV2080_ENGINE_TYPE_NVJPG	535.309.01	615.71.09	43
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA	535.309.01	615.71.09	51
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA0	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA0	545.23.08	615.71.09	51
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA1	535.309.01	555.42.02	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA1	560.28.03	615.71.09	62
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA_SIZE	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA_SIZE	545.23.08	555.42.02	1
value	nv2080_engine_type:NV2080_ENGINE_TYPE_OFA_SIZE	560.28.03	615.71.09	2
value	nv2080_engine_type:NV2080_ENGINE_TYPE_PMU	535.309.01	615.71.09	41
value	nv2080_engine_type:NV2080_ENGINE_TYPE_PPP	535.309.01	615.71.09	32
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED34	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED34	545.23.08	555.42.02	52
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED34	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED35	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED35	545.23.08	555.42.02	53
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED35	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED36	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED36	545.23.08	555.42.02	54
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED36	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED37	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED37	545.23.08	555.42.02	55
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED37	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED38	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED38	545.23.08	555.42.02	56
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED38	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED39	535.309.01	535.309.01	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED39	545.23.08	555.42.02	57
value	nv2080_engine_type:NV2080_ENGINE_TYPE_RESERVED39	560.28.03	615.71.09	ABSENT
value	nv2080_engine_type:NV2080_ENGINE_TYPE_SEC2	535.309.01	615.71.09	38
value	nv2080_engine_type:NV2080_ENGINE_TYPE_SW	535.309.01	615.71.09	34
value	nv2080_engine_type:NV2080_ENGINE_TYPE_TSEC	535.309.01	615.71.09	35
value	nv2080_engine_type:NV2080_ENGINE_TYPE_VIC	535.309.01	615.71.09	36
value	nv2080_engine_type:NV2080_ENGINE_TYPE_VP	535.309.01	615.71.09	30
value	nv2080_notifiers:NV2080_NOTIFIERS_ACPI_NOTIFY	535.309.01	615.71.09	42
value	nv2080_notifiers:NV2080_NOTIFIERS_AUDIO_HDCP_REQUEST	535.309.01	615.71.09	45
value	nv2080_notifiers:NV2080_NOTIFIERS_AUX_POWER_EVENT	535.309.01	535.309.01	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_AUX_POWER_EVENT	545.23.08	615.71.09	181
value	nv2080_notifiers:NV2080_NOTIFIERS_AUX_POWER_STATE_CHANGE	535.309.01	535.309.01	180
value	nv2080_notifiers:NV2080_NOTIFIERS_AUX_POWER_STATE_CHANGE	545.23.08	615.71.09	182
value	nv2080_notifiers:NV2080_NOTIFIERS_CE0	535.309.01	615.71.09	23
value	nv2080_notifiers:NV2080_NOTIFIERS_CE1	535.309.01	615.71.09	24
value	nv2080_notifiers:NV2080_NOTIFIERS_CE10	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE10	560.28.03	615.71.09	166
value	nv2080_notifiers:NV2080_NOTIFIERS_CE11	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE11	560.28.03	615.71.09	167
value	nv2080_notifiers:NV2080_NOTIFIERS_CE12	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE12	560.28.03	615.71.09	168
value	nv2080_notifiers:NV2080_NOTIFIERS_CE13	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE13	560.28.03	615.71.09	169
value	nv2080_notifiers:NV2080_NOTIFIERS_CE14	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE14	560.28.03	615.71.09	170
value	nv2080_notifiers:NV2080_NOTIFIERS_CE15	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE15	560.28.03	615.71.09	171
value	nv2080_notifiers:NV2080_NOTIFIERS_CE16	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE16	560.28.03	615.71.09	172
value	nv2080_notifiers:NV2080_NOTIFIERS_CE17	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE17	560.28.03	615.71.09	173
value	nv2080_notifiers:NV2080_NOTIFIERS_CE18	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE18	560.28.03	615.71.09	174
value	nv2080_notifiers:NV2080_NOTIFIERS_CE19	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CE19	560.28.03	615.71.09	175
value	nv2080_notifiers:NV2080_NOTIFIERS_CE2	535.309.01	615.71.09	25
value	nv2080_notifiers:NV2080_NOTIFIERS_CE3	535.309.01	615.71.09	26
value	nv2080_notifiers:NV2080_NOTIFIERS_CE4	535.309.01	615.71.09	27
value	nv2080_notifiers:NV2080_NOTIFIERS_CE5	535.309.01	615.71.09	28
value	nv2080_notifiers:NV2080_NOTIFIERS_CE6	535.309.01	615.71.09	29
value	nv2080_notifiers:NV2080_NOTIFIERS_CE7	535.309.01	615.71.09	30
value	nv2080_notifiers:NV2080_NOTIFIERS_CE8	535.309.01	615.71.09	31
value	nv2080_notifiers:NV2080_NOTIFIERS_CE9	535.309.01	615.71.09	32
value	nv2080_notifiers:NV2080_NOTIFIERS_CLOCKS_CHANGE	535.309.01	615.71.09	119
value	nv2080_notifiers:NV2080_NOTIFIERS_COOLER_DIAG_ZONE	535.309.01	615.71.09	43
value	nv2080_notifiers:NV2080_NOTIFIERS_CTXSW_TIMEOUT	535.309.01	615.71.09	140
value	nv2080_notifiers:NV2080_NOTIFIERS_CTXSW_UCODE_ERROR	535.309.01	565.57.01	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_CTXSW_UCODE_ERROR	570.86.15	615.71.09	195
value	nv2080_notifiers:NV2080_NOTIFIERS_DP_IRQ	535.309.01	615.71.09	7
value	nv2080_notifiers:NV2080_NOTIFIERS_DRAM_RETIREMENT_EVENT	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_DRAM_RETIREMENT_EVENT	560.28.03	615.71.09	188
value	nv2080_notifiers:NV2080_NOTIFIERS_DRAM_RETIREMENT_FAILURE	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_DRAM_RETIREMENT_FAILURE	560.28.03	615.71.09	189
value	nv2080_notifiers:NV2080_NOTIFIERS_DSTATE_HDA	535.309.01	615.71.09	154
value	nv2080_notifiers:NV2080_NOTIFIERS_DSTATE_XUSB_PPC	535.309.01	615.71.09	143
value	nv2080_notifiers:NV2080_NOTIFIERS_ECC_DBE	535.309.01	615.71.09	112
value	nv2080_notifiers:NV2080_NOTIFIERS_ECC_SBE	535.309.01	615.71.09	111
value	nv2080_notifiers:NV2080_NOTIFIERS_ECC_SBE_STORM	535.309.01	555.42.02	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_ECC_SBE_STORM	560.28.03	615.71.09	187
value	nv2080_notifiers:NV2080_NOTIFIERS_EVENTBUFFER	535.309.01	615.71.09	6
value	nv2080_notifiers:NV2080_NOTIFIERS_FECS_CTX_SWITCH	535.309.01	615.71.09	144
value	nv2080_notifiers:NV2080_NOTIFIERS_FIFO_EVENT_MTHD	535.309.01	615.71.09	35
value	nv2080_notifiers:NV2080_NOTIFIERS_FULL_SCREEN_CHANGE	535.309.01	615.71.09	5
value	nv2080_notifiers:NV2080_NOTIFIERS_GC5_GPU_READY	535.309.01	615.71.09	114
value	nv2080_notifiers:NV2080_NOTIFIERS_GC6_REFCOUNT_DEC	535.309.01	615.71.09	117
value	nv2080_notifiers:NV2080_NOTIFIERS_GC6_REFCOUNT_INC	535.309.01	615.71.09	116
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_0_FALLING_INTERRUPT	535.309.01	615.71.09	79
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_0_RISING_INTERRUPT	535.309.01	615.71.09	47
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_10_FALLING_INTERRUPT	535.309.01	615.71.09	89
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_10_RISING_INTERRUPT	535.309.01	615.71.09	57
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_11_FALLING_INTERRUPT	535.309.01	615.71.09	90
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_11_RISING_INTERRUPT	535.309.01	615.71.09	58
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_12_FALLING_INTERRUPT	535.309.01	615.71.09	91
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_12_RISING_INTERRUPT	535.309.01	615.71.09	59
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_13_FALLING_INTERRUPT	535.309.01	615.71.09	92
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_13_RISING_INTERRUPT	535.309.01	615.71.09	60
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_14_FALLING_INTERRUPT	535.309.01	615.71.09	93
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_14_RISING_INTERRUPT	535.309.01	615.71.09	61
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_15_FALLING_INTERRUPT	535.309.01	615.71.09	94
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_15_RISING_INTERRUPT	535.309.01	615.71.09	62
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_16_FALLING_INTERRUPT	535.309.01	615.71.09	95
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_16_RISING_INTERRUPT	535.309.01	615.71.09	63
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_17_FALLING_INTERRUPT	535.309.01	615.71.09	96
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_17_RISING_INTERRUPT	535.309.01	615.71.09	64
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_18_FALLING_INTERRUPT	535.309.01	615.71.09	97
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_18_RISING_INTERRUPT	535.309.01	615.71.09	65
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_19_FALLING_INTERRUPT	535.309.01	615.71.09	98
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_19_RISING_INTERRUPT	535.309.01	615.71.09	66
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_1_FALLING_INTERRUPT	535.309.01	615.71.09	80
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_1_RISING_INTERRUPT	535.309.01	615.71.09	48
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_20_FALLING_INTERRUPT	535.309.01	615.71.09	99
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_20_RISING_INTERRUPT	535.309.01	615.71.09	67
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_21_FALLING_INTERRUPT	535.309.01	615.71.09	100
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_21_RISING_INTERRUPT	535.309.01	615.71.09	68
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_22_FALLING_INTERRUPT	535.309.01	615.71.09	101
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_22_RISING_INTERRUPT	535.309.01	615.71.09	69
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_23_FALLING_INTERRUPT	535.309.01	615.71.09	102
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_23_RISING_INTERRUPT	535.309.01	615.71.09	70
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_24_FALLING_INTERRUPT	535.309.01	615.71.09	103
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_24_RISING_INTERRUPT	535.309.01	615.71.09	71
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_25_FALLING_INTERRUPT	535.309.01	615.71.09	104
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_25_RISING_INTERRUPT	535.309.01	615.71.09	72
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_26_FALLING_INTERRUPT	535.309.01	615.71.09	105
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_26_RISING_INTERRUPT	535.309.01	615.71.09	73
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_27_FALLING_INTERRUPT	535.309.01	615.71.09	106
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_27_RISING_INTERRUPT	535.309.01	615.71.09	74
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_28_FALLING_INTERRUPT	535.309.01	615.71.09	107
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_28_RISING_INTERRUPT	535.309.01	615.71.09	75
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_29_FALLING_INTERRUPT	535.309.01	615.71.09	108
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_29_RISING_INTERRUPT	535.309.01	615.71.09	76
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_2_FALLING_INTERRUPT	535.309.01	615.71.09	81
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_2_RISING_INTERRUPT	535.309.01	615.71.09	49
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_30_FALLING_INTERRUPT	535.309.01	615.71.09	109
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_30_RISING_INTERRUPT	535.309.01	615.71.09	77
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_31_FALLING_INTERRUPT	535.309.01	615.71.09	110
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_31_RISING_INTERRUPT	535.309.01	615.71.09	78
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_3_FALLING_INTERRUPT	535.309.01	615.71.09	82
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_3_RISING_INTERRUPT	535.309.01	615.71.09	50
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_4_FALLING_INTERRUPT	535.309.01	615.71.09	83
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_4_RISING_INTERRUPT	535.309.01	615.71.09	51
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_5_FALLING_INTERRUPT	535.309.01	615.71.09	84
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_5_RISING_INTERRUPT	535.309.01	615.71.09	52
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_6_FALLING_INTERRUPT	535.309.01	615.71.09	85
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_6_RISING_INTERRUPT	535.309.01	615.71.09	53
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_7_FALLING_INTERRUPT	535.309.01	615.71.09	86
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_7_RISING_INTERRUPT	535.309.01	615.71.09	54
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_8_FALLING_INTERRUPT	535.309.01	615.71.09	87
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_8_RISING_INTERRUPT	535.309.01	615.71.09	55
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_9_FALLING_INTERRUPT	535.309.01	615.71.09	88
value	nv2080_notifiers:NV2080_NOTIFIERS_GPIO_9_RISING_INTERRUPT	535.309.01	615.71.09	56
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_RC_RESET	535.309.01	570.148.08	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_RC_RESET	575.51.02	615.71.09	197
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_RECOVERY_ACTION	535.309.01	560.28.03	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_RECOVERY_ACTION	565.57.01	615.71.09	192
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_UNAVAILABLE	535.309.01	560.28.03	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_GPU_UNAVAILABLE	565.57.01	615.71.09	191
value	nv2080_notifiers:NV2080_NOTIFIERS_GR0	535.309.01	615.71.09	12
value	nv2080_notifiers:NV2080_NOTIFIERS_GR1	535.309.01	615.71.09	146
value	nv2080_notifiers:NV2080_NOTIFIERS_GR2	535.309.01	615.71.09	147
value	nv2080_notifiers:NV2080_NOTIFIERS_GR3	535.309.01	615.71.09	148
value	nv2080_notifiers:NV2080_NOTIFIERS_GR4	535.309.01	615.71.09	149
value	nv2080_notifiers:NV2080_NOTIFIERS_GR5	535.309.01	615.71.09	150
value	nv2080_notifiers:NV2080_NOTIFIERS_GR6	535.309.01	615.71.09	151
value	nv2080_notifiers:NV2080_NOTIFIERS_GR7	535.309.01	615.71.09	152
value	nv2080_notifiers:NV2080_NOTIFIERS_GRAPHICS	535.309.01	615.71.09	12
value	nv2080_notifiers:NV2080_NOTIFIERS_GR_DEBUG_INTR	535.309.01	615.71.09	8
value	nv2080_notifiers:NV2080_NOTIFIERS_GSP_PERF_TRACE	535.309.01	545.23.08	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_GSP_PERF_TRACE	550.40.07	615.71.09	184
value	nv2080_notifiers:NV2080_NOTIFIERS_HDCP_STATUS_CHANGE	535.309.01	615.71.09	34
value	nv2080_notifiers:NV2080_NOTIFIERS_HDMI_FRL_RETRAINING_REQUEST	535.309.01	615.71.09	178
value	nv2080_notifiers:NV2080_NOTIFIERS_HOTPLUG	535.309.01	615.71.09	1
value	nv2080_notifiers:NV2080_NOTIFIERS_HOTPLUG_PROCESSING_COMPLETE	535.309.01	615.71.09	120
value	nv2080_notifiers:NV2080_NOTIFIERS_INBAND_RESPONSE	535.309.01	545.23.08	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_INBAND_RESPONSE	550.40.07	615.71.09	185
value	nv2080_notifiers:NV2080_NOTIFIERS_INFOROM_BRL_OBJECT_UPDATED	535.309.01	595.84	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_INFOROM_BRL_OBJECT_UPDATED	610.43.02	615.71.09	199
value	nv2080_notifiers:NV2080_NOTIFIERS_INFOROM_ECC_OBJECT_UPDATED	535.309.01	615.71.09	141
value	nv2080_notifiers:NV2080_NOTIFIERS_INFOROM_PBL_OBJECT_UPDATED	535.309.01	615.71.09	161
value	nv2080_notifiers:NV2080_NOTIFIERS_INFOROM_RRL_OBJECT_UPDATED	535.309.01	615.71.09	160
value	nv2080_notifiers:NV2080_NOTIFIERS_LPWR_DIFR_PREFETCH_REQUEST	535.309.01	615.71.09	162
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	535.309.01	535.309.01	181
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	545.23.08	545.23.08	183
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	550.40.07	555.42.02	187
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	560.28.03	560.28.03	190
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	565.57.01	565.57.01	195
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	570.86.15	570.148.08	197
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	575.51.02	580.178.04	198
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	590.48.01	595.84	199
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	610.43.02	610.57.04	200
value	nv2080_notifiers:NV2080_NOTIFIERS_MAXCOUNT	615.71.09	615.71.09	202
value	nv2080_notifiers:NV2080_NOTIFIERS_MEMACCT_RETURNED_BELOW_SOFT_LIMIT	535.309.01	610.57.04	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_MEMACCT_RETURNED_BELOW_SOFT_LIMIT	615.71.09	615.71.09	201
value	nv2080_notifiers:NV2080_NOTIFIERS_MEMACCT_SOFT_LIMIT_EXCEEDED	535.309.01	610.57.04	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_MEMACCT_SOFT_LIMIT_EXCEEDED	615.71.09	615.71.09	200
value	nv2080_notifiers:NV2080_NOTIFIERS_MSENC	535.309.01	615.71.09	38
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC0	535.309.01	615.71.09	14
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC1	535.309.01	615.71.09	15
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC2	535.309.01	615.71.09	16
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC3	535.309.01	615.71.09	17
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC4	535.309.01	615.71.09	18
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC5	535.309.01	615.71.09	19
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC6	535.309.01	615.71.09	20
value	nv2080_notifiers:NV2080_NOTIFIERS_NVDEC7	535.309.01	615.71.09	21
value	nv2080_notifiers:NV2080_NOTIFIERS_NVENC0	535.309.01	615.71.09	38
value	nv2080_notifiers:NV2080_NOTIFIERS_NVENC1	535.309.01	615.71.09	39
value	nv2080_notifiers:NV2080_NOTIFIERS_NVENC2	535.309.01	615.71.09	40
value	nv2080_notifiers:NV2080_NOTIFIERS_NVENC3	535.309.01	565.57.01	ABSENT
value	nv2080_notifiers:NV2080_NOTIFIERS_NVENC3	570.86.15	615.71.09	183
value	nv2080_notifiers:NV2080_NOTIFIERS_NVJPEG0	535.309.01	615.71.09	126
value	nv2080_notifiers:NV2080_NOTIFIERS_NVJPEG1	535.309.01	615.71.09	127
value	nv2080_notifiers:NV2080_NOTIFIERS_NVJPEG2	535.309.01	615.71.09	128
