# ★ GENERATED by tools/derive_hwref.sh from ogkm 580.159.04 (b81d58e) with tools/hwref_spec.txt — regenerate, never edit.
# columns: dir<TAB>header<TAB>name<TAB>value — value is 0x<hex> (a value), <hi>:<lo> (a bit range, aperture
# or structure-bit range; decimal below 4096), mw:<hi>:<lo> (a multi-word field), off=0x<n> / size=0x<n> / absent
# (a struct member). Family resolution (which dir a family compiles against) lives in kf_chip::hwref.
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_HI_ADR_63_40	23:0
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_HI_MASK	0x7f
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_SHIFT	0x8
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_HI	0x1fa830
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_HI_ALIGNMENT	0xc
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_HI_VAL	31:4
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_LO	0x1fa82c
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_LO_ALIGNMENT	0xc
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_LO_VAL	31:4
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_ADDR_LO__PRIV_LEVEL_MASK	0x1fa7c8
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_CFG_PRIV_LEVEL_MASK	0x1fa7c8
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_CFG_PRIV_LEVEL_MASK_READ_PROTECTION_LEVEL0	0:0
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_CFG_PRIV_LEVEL_MASK_READ_PROTECTION_LEVEL0_DISABLE	0x0
ampere/ga100	dev_fb.h	NV_PFB_PRI_MMU_LOCK_CFG_PRIV_LEVEL_MASK_READ_PROTECTION_LEVEL0_ENABLE	0x1
ampere/ga100	dev_boot.h	NV_PMC_BOOT_0	0x0
ampere/ga100	dev_riscv_pri.h	NV_PRISCV_RISCV_CORE_SWITCH_RISCV_STATUS	0x240
ampere/ga100	dev_riscv_pri.h	NV_PRISCV_RISCV_CORE_SWITCH_RISCV_STATUS_ACTIVE_STAT	0:0
ampere/ga100	dev_riscv_pri.h	NV_PRISCV_RISCV_CORE_SWITCH_RISCV_STATUS_ACTIVE_STAT_ACTIVE	0x1
ampere/ga100	dev_riscv_pri.h	NV_PRISCV_RISCV_IRQDEST	0x2b8
ampere/ga100	dev_riscv_pri.h	NV_PRISCV_RISCV_IRQMASK	0x2b4
ampere/ga100	dev_sec_pri.h	NV_PSEC	0x843fff:0x840000
ampere/ga100	dev_sec_pri.h	NV_PSEC_FALCON_ENGINE	0x8403c0
ampere/ga100	dev_sec_pri.h	NV_PSEC_FALCON_ENGINE_RESET	0:0
ampere/ga100	dev_sec_pri.h	NV_PSEC_FALCON_ENGINE_RESET_FALSE	0x0
ampere/ga100	dev_sec_pri.h	NV_PSEC_FALCON_ENGINE_RESET_TRUE	0x1
ampere/ga100	dev_sec_addendum.h	NV_PSEC_FBIF_BASE	0x840600
ampere/ga100	dev_sec_pri.h	NV_PSEC_MAILBOX(0)	0x840804
ampere/ga100	dev_sec_pri.h	NV_PSEC_MAILBOX(1)	0x840808
ampere/ga100	dev_sec_pri.h	NV_PSEC_MAILBOX_DATA	31:0
ampere/ga100	dev_sec_pri.h	NV_PSEC_MAILBOX_DATA_INIT	0x0
ampere/ga100	dev_sec_pri.h	NV_PSEC_MAILBOX__SIZE_1	0x4
ampere/ga100	dev_timer.h	NV_PTIMER_ALARM_INTR	0x9140
ampere/ga100	dev_timer.h	NV_PTIMER_ALARM_INTR_MASK	0:0
ampere/ga100	dev_timer.h	NV_PTIMER_ALARM_INTR_MASK_DISABLED	0x0
